20,20,20,20,20,20,20,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,28,28,28,28,1,1,1,1,1,10,1,10,10,10,1,10,10,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,10,10,10,1,10,10,10,1,10,10,10,10,10,10,1,10,1,10,10,10,1,1,10,1,1,1,1,1,1,1,10,10,10,10,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,5,5,5,5,5,5,28,5,28,5,5,5,5,28,28,5,28,28,28,28,28,28,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,
20,20,20,20,20,20,28,10,10,1,1,1,1,1,1,10,10,10,1,1,2,2,2,2,2,2,10,10,10,10,10,10,10,28,28,10,10,10,1,1,1,1,1,1,1,10,1,10,10,10,1,1,10,1,1,10,10,10,1,10,1,10,10,10,10,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,28,5,5,5,5,5,5,21,21,21,21,21,21,21,28,5,5,28,28,28,5,28,28,10,10,1,1,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,10,20,20,20,20,20,20,20,20,10,1,1,1,1,1,10,10,10,1,1,1,2,2,10,10,2,2,2,2,10,10,10,1,1,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,1,1,10,1,1,10,10,10,10,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,5,28,28,5,5,5,5,5,21,4,21,4,21,4,21,28,28,5,5,28,28,5,5,5,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,20,
20,20,20,20,20,20,20,20,1,1,1,10,1,1,1,1,1,1,2,2,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,10,10,1,10,10,10,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,5,5,28,5,28,5,5,5,21,4,21,4,21,4,21,5,28,28,5,5,28,28,5,5,10,10,10,10,10,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,10,20,20,20,20,1,1,1,1,20,20,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,10,10,10,2,2,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,10,1,1,10,10,10,1,1,1,10,10,10,10,10,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,5,5,28,5,28,28,5,5,21,4,21,4,21,4,21,5,5,28,28,5,5,28,5,28,10,10,10,10,1,1,1,1,1,1,10,31,1,1,1,1,1,31,1,1,10,1,1,1,10,20,
20,20,1,1,1,1,1,1,20,20,1,1,1,1,1,2,2,2,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,2,1,1,1,1,1,1,1,1,10,10,10,1,1,1,2,2,1,1,10,10,10,10,10,1,1,1,10,1,1,10,1,1,1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,5,28,5,5,5,5,5,21,4,4,4,4,4,21,5,5,5,28,28,5,28,5,28,10,10,10,1,1,1,1,1,1,1,1,1,1,31,1,31,1,1,1,1,1,1,1,1,10,20,10,1,1,1,1,10,10,1,1,20,20,20,1,1,1,2,1,1,10,1,1,1,10,10,10,10,10,10,1,1,10,10,10,10,1,1,10,10,10,10,1,1,1,10,1,1,1,10,10,10,10,10,1,1,2,1,10,10,1,10,10,10,10,10,10,10,10,1,10,1,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,5,28,28,5,5,5,5,21,4,4,4,4,4,21,5,5,5,5,28,5,28,28,28,10,10,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,1,10,28,
10,1,10,1,10,10,1,1,1,1,1,20,20,20,1,2,1,1,1,1,1,10,10,10,10,10,1,1,1,10,10,1,1,1,1,10,10,10,10,10,10,1,1,1,1,1,10,10,10,10,1,10,1,1,2,1,1,10,1,10,10,10,10,10,10,10,10,10,10,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,28,28,28,21,21,21,21,21,21,4,4,4,21,21,21,21,21,21,28,28,28,28,28,10,10,1,1,1,1,1,10,1,1,1,1,1,1,1,31,1,31,1,1,1,1,1,1,10,28,10,1,1,1,1,1,1,1,1,1,1,1,20,20,20,2,10,1,1,1,1,10,1,10,10,10,1,1,1,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,1,1,10,1,10,10,1,10,10,1,2,1,1,10,1,10,10,1,1,1,10,1,10,1,10,1,1,1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,28,28,28,5,21,4,4,4,4,4,4,4,4,4,4,4,4,4,21,5,28,28,28,20,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,28,
28,1,1,10,1,1,1,10,1,10,10,1,20,20,2,2,1,1,1,1,1,10,1,10,10,10,1,1,10,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,1,10,10,1,10,10,1,2,10,1,10,10,10,10,1,1,1,10,1,10,1,10,1,1,1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,28,5,28,5,21,4,4,4,4,4,4,4,4,4,4,4,4,4,21,5,5,5,20,20,10,1,1,1,1,1,1,1,1,1,31,1,1,31,1,31,1,1,1,1,1,1,1,1,10,28,28,1,1,10,1,10,1,1,1,10,1,1,1,2,2,20,20,1,1,1,1,10,1,10,10,10,1,1,10,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,20,20,1,2,2,1,10,1,1,10,10,1,1,1,10,1,10,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,5,28,5,21,4,4,4,4,4,4,4,4,4,4,4,4,4,21,5,5,5,20,20,10,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,1,10,28,
28,1,1,10,1,1,1,1,1,1,1,1,2,2,1,20,20,1,1,1,10,10,1,10,10,10,1,1,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,2,1,1,1,1,1,10,10,10,10,10,10,10,10,1,10,10,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,4,20,20,20,20,20,20,20,20,20,20,20,4,20,20,20,20,20,20,10,1,1,1,1,1,1,1,1,31,1,1,31,1,1,1,1,1,1,1,1,1,1,1,10,28,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,20,20,1,1,1,10,10,1,10,10,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,2,1,1,1,1,1,10,10,10,10,10,10,10,10,10,1,10,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,4,20,20,20,20,20,20,20,20,20,20,20,4,20,20,20,20,20,20,10,10,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,10,1,1,1,1,10,28,
1,1,10,1,1,1,1,1,1,1,2,2,1,1,1,20,20,20,1,1,10,1,1,10,10,10,1,1,20,20,20,20,20,20,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,31,2,2,1,1,1,1,1,10,1,10,1,1,1,10,10,1,1,1,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,28,28,5,28,21,4,4,4,4,4,4,4,4,4,4,4,4,4,21,5,5,20,5,28,10,10,1,1,1,10,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,10,28,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,20,20,20,1,1,10,1,1,10,10,10,1,20,20,20,20,20,20,20,1,10,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,2,2,1,10,1,1,10,1,10,10,1,10,1,10,10,10,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,28,28,28,5,21,4,4,4,4,4,4,4,4,4,4,4,4,4,21,5,28,28,28,28,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,28,
1,1,10,1,1,1,2,2,2,2,1,1,1,1,10,1,20,20,1,1,10,1,1,10,10,10,1,20,20,20,20,20,20,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,2,2,1,1,1,10,1,1,10,1,10,1,10,1,1,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,28,5,28,5,21,4,4,4,4,4,4,4,4,4,4,4,4,4,21,28,28,5,28,28,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,28,28,1,10,1,1,2,2,1,1,1,1,1,1,1,1,1,20,20,20,1,1,10,1,10,28,10,1,20,20,20,20,20,1,10,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,10,1,2,2,1,1,1,10,1,1,10,10,1,1,10,1,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,5,28,5,21,4,4,21,21,21,21,4,21,21,21,21,4,4,21,28,5,5,28,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,28,
28,1,1,1,1,2,1,1,1,1,1,1,10,1,1,1,1,20,20,20,1,10,1,10,28,10,20,20,20,20,20,20,1,1,1,20,20,20,20,20,20,20,20,1,1,1,20,20,20,20,20,1,10,10,10,1,1,2,2,1,1,10,1,1,1,10,10,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,28,28,28,21,4,4,21,28,21,4,4,4,21,28,21,4,4,21,5,28,28,28,5,10,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,10,10,10,28,1,1,1,1,2,2,1,1,1,1,1,1,10,1,1,1,1,1,1,20,1,10,1,28,28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,10,1,20,20,20,20,20,10,1,1,10,10,1,1,2,1,1,10,10,10,10,10,1,10,10,10,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,5,28,28,21,4,4,21,5,21,4,4,4,21,5,21,4,4,21,28,28,5,28,28,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,10,10,28,
1,1,1,1,2,1,1,1,10,1,1,1,1,1,1,1,1,1,1,20,1,1,1,28,28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,20,20,20,20,20,1,10,10,10,10,1,1,2,2,1,10,10,10,10,10,10,10,10,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,28,28,28,21,4,4,21,5,21,4,4,4,21,5,21,4,4,21,5,5,5,28,28,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,10,10,10,28,28,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,10,1,20,20,1,1,28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,10,1,20,20,20,20,20,20,20,10,1,10,1,10,1,2,1,1,1,10,10,10,1,10,1,1,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,28,5,28,5,21,21,21,21,5,21,21,21,21,21,28,21,21,21,21,5,5,5,28,28,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,28,
